client_id,total_purchases,total_items,average_spent,seasonal_customer,target
1515915625468073206,588,1176,186.0,1,0
1515915625468073229,628,1256,5099.5,0,0
1515915625468073246,506,1518,826.75,0,0
1515915625468073335,78,156,2299.0,0,0
1515915625468073343,153,765,474.0,0,0
1515915625468073358,1400,2100,891.75,0,0
1515915625468073426,138,828,2449.0,1,0
1515915625468073490,47,94,1999.0,0,0
1515915625468073494,181,181,399.0,0,0
1515915625468073534,224,896,1249.0,0,0
1515915625468073741,599,2995,2499.0,0,0
1515915625468073778,370,740,1477.0,0,0
1515915625468073780,11049,20574,918.5689655172414,0,1
1515915625468073782,377,377,1999.0,0,0
1515915625468073833,1470,1470,1732.3333333333333,0,0
1515915625468074004,383,383,799.0,0,0
1515915625468074009,333,666,1049.0,0,0
1515915625468074134,410,2050,1312.5,0,1
1515915625468074176,1605,6741,592.9,1,0
1515915625468074193,143,286,3637.0,0,0
1515915625468074539,200,200,2199.0,0,0
1515915625468074652,636,2332,986.5,0,0
1515915625468074795,870,1740,224.5,0,0
1515915625468074997,732,1464,1015.75,0,0
1515915625468075274,194,388,999.0,0,0
1515915625468075293,765,1020,932.3333333333334,0,0
1515915625468075319,786,1572,814.1666666666666,0,0
1515915625468075359,1032,1720,2749.0,1,0
1515915625468075378,906,1812,1253.8333333333333,1,0
1515915625468075382,175,175,700.0,0,0
1515915625468075433,217,868,1832.3333333333333,0,0
1515915625468075478,564,1692,326.75,0,0
1515915625468075566,318,477,1829.5,0,0
1515915625468075569,154,231,1415.5,0,0
1515915625468075579,437,1748,1599.0,0,0
1515915625468075765,408,408,2999.0,0,0
1515915625468075817,444,666,751.75,0,0
1515915625468075908,408,612,999.0,0,0
1515915625468075958,82,164,849.0,0,0
1515915625468075985,1528,1910,1699.0,0,0
1515915625468076033,199,199,1999.0,0,0
1515915625468076060,604,1208,279.0,0,0
1515915625468076445,486,486,1699.0,0,0
1515915625468076572,247,1482,1749.3333333333333,1,0
1515915625468076743,645,645,1832.3333333333333,1,0
1515915625468076763,221,442,1399.0,1,0
1515915625468076858,307,307,3899.0,0,1
1515915625468076977,296,296,2599.0,1,0
1515915625468077002,1014,2028,463.44444444444446,0,0
1515915625468077036,856,1712,2814.5,0,0
1515915625468077038,401,401,1499.0,0,0
1515915625468077070,482,964,1249.0,0,0
1515915625468077137,1380,3105,1524.5,0,0
1515915625468077182,428,1284,1749.375,0,0
1515915625468077208,116,116,4499.0,0,0
1515915625468077215,486,729,1449.0,0,0
1515915625468077284,374,374,129.0,0,0
1515915625468077333,1086,1629,875.0,0,0
1515915625468077459,237,237,2199.0,0,0
1515915625468077551,364,728,1049.0,0,0
1515915625468077556,198,198,2199.0,0,0
1515915625468077563,234,468,2799.0,0,0
1515915625468077763,344,2752,1149.25,0,0
1515915625468077835,310,310,1699.0,0,0
1515915625468077915,212,636,3665.6666666666665,0,0
1515915625468077927,104,104,899.0,0,0
1515915625468078050,92,92,4999.0,0,0
1515915625468078074,238,238,1050.0,1,0
1515915625468078180,3052,4796,967.0476190476192,0,0
1515915625468078191,942,1413,370.0,0,1
1515915625468078207,292,584,4199.0,0,0
1515915625468078330,554,554,699.0,0,0
1515915625468078462,184,368,449.0,0,0
1515915625468078529,354,354,1565.6666666666667,0,0
1515915625468078544,2484,2898,2078.1666666666665,0,0
1515915625468078584,332,498,1512.0,0,0
1515915625468078609,506,1265,827.75,0,0
1515915625468078646,39,39,1499.0,0,0
1515915625468078717,218,218,1299.0,0,0
1515915625468078729,1764,2646,1331.0,0,0
1515915625468078739,130,390,224.25,0,0
1515915625468078786,148,296,546.5,0,0
1515915625468078794,567,1134,3499.0,0,0
1515915625468078876,366,610,1181.5,0,0
1515915625468078944,221,221,2999.0,0,0
1515915625468078973,324,324,2999.0,0,0
1515915625468079087,277,554,6999.0,0,0
1515915625468079141,1593,3186,2932.5,0,0
1515915625468079324,54,108,2101.5,0,0
1515915625468079422,51,51,1999.0,0,0
1515915625468079425,227,227,1239.0,0,0
1515915625468079512,433,433,1999.0,0,0
1515915625468079633,682,1364,699.5,0,0
1515915625468079639,236,236,1699.0,0,0
1515915625468079722,652,652,1447.25,0,0
1515915625468079768,384,1728,455.4166666666667,0,0
1515915625468079793,1064,1064,1849.0,0,0
1515915625468079811,293,586,1499.0,0,0
1515915625468079845,780,1170,49.0,0,0
1515915625468079912,131,131,1499.0,0,0
1515915625468079937,458,458,1999.0,1,0
1515915625468079941,2224,4448,1050.375,0,0
1515915625468079990,76,76,999.0,0,0
1515915625468080088,1740,2784,545.0,0,1
1515915625468080179,171,342,1275.5,0,0
1515915625468080247,560,1120,832.5,0,0
1515915625468080257,268,268,1999.0,0,0
1515915625468080289,311,1555,2099.0,0,0
1515915625468080298,371,742,980.0,0,0
1515915625468080457,5220,12876,462.27777777777777,0,0
1515915625468080545,3276,32760,1259.7433333333333,0,0
1515915625468080610,175,175,4999.0,0,0
1515915625468080669,3978,5746,1121.2222222222222,0,0
1515915625468080751,286,286,2499.0,0,0
1515915625468080769,43,43,1299.0,0,0
1515915625468080782,154,308,4199.0,0,0
1515915625468080791,1952,2196,530.375,0,0
1515915625468080843,154,308,2099.0,0,0
1515915625468080867,174,174,999.0,0,0
1515915625468080983,630,3780,1512.875,0,0
1515915625468081030,182,364,599.0,0,0
1515915625468081150,436,654,1530.25,0,0
1515915625468081243,130,260,3149.0,0,0
1515915625468081267,331,331,2199.0,0,0
1515915625468081283,171,342,4199.0,1,0
1515915625468081321,319,319,599.0,0,0
1515915625468081378,378,756,1999.0,0,0
1515915625468081528,555,1110,10919.666666666666,0,0
1515915625468081723,20,20,999.0,0,0
1515915625468081749,708,708,1499.0,0,0
1515915625468081882,1,3,2638.0,0,0
1515915625468081905,351,351,999.0,0,0
1515915625468081946,580,580,1249.0,0,1
1515915625468081983,271,271,1499.0,0,0
1515915625468082041,229,687,799.0,0,0
1515915625468082356,292,438,1999.0,0,0
1515915625468082531,418,836,4899.0,0,0
1515915625468082663,360,1080,3149.25,0,0
1515915625468082749,477,954,777.0,0,0
1515915625468082817,287,1148,1196.75,1,0
1515915625468083203,271,271,2299.0,0,0
1515915625468083376,663,1547,1367.3333333333333,0,0
1515915625468083691,1420,3550,836.5,0,0
1515915625468083850,852,1136,1799.0,0,0
1515915625468084224,343,343,799.0,0,0
1515915625468084454,236,236,599.0,0,0
1515915625468084487,1020,1428,1712.3333333333333,0,0
1515915625468084687,420,420,665.6666666666666,0,0
1515915625468084948,60,60,1999.0,0,0
1515915625468085029,443,443,1499.0,0,0
1515915625468085036,46,46,2999.0,0,0
1515915625468085075,121,242,140.0,0,0
1515915625468085133,168,168,2999.0,0,0
1515915625468085136,1300,2600,1524.0,0,0
1515915625468085195,217,2170,1920.5,0,0
1515915625468085218,471,471,1299.0,0,0
1515915625468085231,187,187,2499.0,0,0
1515915625468085477,78,156,431.5,0,0
1515915625468085547,688,1376,1762.0,0,0
1515915625468085553,351,702,1499.0,1,0
1515915625468085629,98,147,899.0,0,0
1515915625468085731,513,513,1165.6666666666667,0,0
1515915625468085826,474,474,99.0,0,0
1515915625468085832,177,531,1332.3333333333333,0,0
1515915625468085867,915,915,1599.0,0,0
1515915625468086126,818,1636,735.0,0,0
1515915625468086280,298,447,740.25,0,0
1515915625468086439,358,1074,1732.333333333333,0,0
1515915625468086493,468,936,1749.0,1,0
1515915625468086531,636,1590,818.3333333333334,0,0
1515915625468086601,550,1650,2236.5,0,0
1515915625468086671,242,242,1499.0,0,0
1515915625468087041,502,753,436.5,0,0
1515915625468087085,404,404,4999.0,0,0
1515915625468087087,920,1104,1799.0,0,0
1515915625468087090,26,26,2499.0,0,0
1515915625468087101,510,510,999.0,0,0
1515915625468087155,1612,5239,1887.125,0,0
1515915625468087168,388,776,1959.0,0,0
1515915625468087264,250,750,249.0,0,0
1515915625468087322,206,412,999.0,0,0
1515915625468087388,2196,6039,484.71428571428567,0,0
1515915625468087799,369,369,2599.0,0,1
1515915625468087866,26,26,799.0,0,0
1515915625468087979,10,13,238.0,0,0
1515915625468087998,1032,2064,559.5,0,0
1515915625468088140,351,1404,1599.0,0,0
1515915625468088151,1280,1760,2592.0,0,0
1515915625468088161,476,952,1924.0,0,0
1515915625468088199,520,520,1399.0,0,0
1515915625468088213,493,986,660.5,1,0
1515915625468088354,124,248,1999.0,0,0
1515915625468088392,339,678,1490.0,0,0
1515915625468088592,1926,3852,1232.25,0,0
1515915625468088688,876,876,2165.6666666666665,0,0
1515915625468088728,287,861,5999.0,0,0
1515915625468088735,471,471,599.0,0,0
1515915625468088801,1908,2862,724.0,0,0
1515915625468088919,149,298,999.0,0,0
1515915625468088989,682,1364,1999.0,0,0
1515915625468089136,506,506,2499.0,0,0
1515915625468089215,290,580,999.0,0,0
1515915625468089219,275,550,599.0,0,0
1515915625468089275,253,253,2399.0,0,0
1515915625468089384,788,985,1036.5,0,0
1515915625468089723,450,1125,1149.0,0,0
1515915625468089730,210,630,899.0,0,0
1515915625468089739,205,410,104.5,0,0
1515915625468089911,70,70,1999.0,0,0
1515915625468089997,362,362,1031.0,0,0
1515915625468090147,233,233,2499.0,0,0
1515915625468090562,219,219,1499.0,0,0
1515915625468090623,298,894,839.3333333333334,0,0
1515915625468090634,820,820,542.5,0,1
1515915625468090684,438,1095,1947.3333333333333,0,0
1515915625468090794,249,498,2999.0,0,0
1515915625468091129,1210,2420,1117.4,0,0
1515915625468091141,300,1800,1132.6666666666667,0,0
1515915625468091156,2316,6948,3148.5625,0,0
1515915625468091191,92,92,2499.0,0,0
1515915625468091262,696,1392,1138.0,0,0
1515915625468091465,176,352,731.0,0,0
1515915625468091550,142,994,2999.291666666667,0,0
1515915625468091585,166,166,2999.0,0,0
1515915625468091591,573,2292,399.0,0,0
1515915625468091618,85,170,2099.0,0,0
1515915625468091813,1950,4550,479.4166666666667,0,0
1515915625468091913,2028,2028,674.0,0,0
1515915625468091979,238,357,1549.0,0,0
1515915625468092058,125,125,1799.0,0,0
1515915625468092226,1245,2490,710.1111111111111,0,0
1515915625468092317,358,358,909.0,0,0
1515915625468092360,150,600,1259.5,0,0
1515915625468092370,574,1722,1925.375,0,0
1515915625468092432,705,1175,1843.4444444444443,0,0
1515915625468092578,514,771,3271.5,0,0
1515915625468092820,1298,1534,779.0,0,0
1515915625468092876,1482,1482,665.6666666666666,0,0
1515915625468093000,159,159,2199.0,0,0
1515915625468093085,83,83,1999.0,0,0
1515915625468093158,396,792,699.5,1,0
1515915625468093164,440,440,999.0,0,0
1515915625468093171,105,210,677.0,0,0
1515915625468093214,186,372,899.0,0,0
1515915625468093241,530,1060,1606.45,0,0
1515915625468093321,140,280,1749.0,0,0
1515915625468093351,73,73,799.0,0,0
1515915625468093369,2156,3696,791.3571428571429,0,0
1515915625468093390,376,376,649.0,0,0
1515915625468093418,562,843,1099.5,0,0
1515915625468093571,272,544,1749.0,0,0
1515915625468093702,966,1932,2341.6666666666665,0,0
1515915625468093848,464,928,269.0,0,0
1515915625468093860,329,658,1236.0,0,0
1515915625468093882,693,924,382.3333333333333,0,0
1515915625468093885,12,37,2418.9472222222225,0,1
1515915625468093889,336,672,1889.0,1,0
1515915625468093914,1124,2248,1116.5,0,0
1515915625468093947,52,52,2499.0,0,0
1515915625468093997,290,290,2999.0,0,0
1515915625468094223,100,150,549.0,0,0
1515915625468094351,194,194,1999.0,0,0
1515915625468094391,190,190,1499.0,0,0
1515915625468094413,122,488,183.0,0,0
1515915625468094579,246,246,300.0,1,0
1515915625468094597,202,202,2499.0,0,0
1515915625468094671,942,1413,749.0,0,0
1515915625468094731,142,142,1999.0,0,0
1515915625468094761,2160,6912,1359.25,0,0
1515915625468094869,1767,8835,736.8000000000001,0,0
1515915625468094895,1368,1710,924.0,0,0
1515915625468094952,684,1140,1261.0,0,0
1515915625468095005,780,780,1719.0,0,1
1515915625468095015,342,513,1386.5,0,0
1515915625468095026,1002,1002,1432.3333333333333,0,0
1515915625468095120,444,666,1749.0,0,0
1515915625468095346,331,331,199.0,0,0
1515915625468095486,387,387,2199.0,0,0
1515915625468095546,334,334,2399.0,0,0
1515915625468095549,1476,14760,12.73611111111111,0,0
1515915625468095643,196,392,2999.0,0,0
1515915625468095657,275,330,237.0,0,0
1515915625468095772,41,82,1999.0,0,0
1515915625468095826,1240,1736,531.4,0,0
1515915625468095920,227,454,559.0,0,0
1515915625468095925,112,224,2799.0,0,0
1515915625468096101,2520,2520,832.3333333333334,0,0
1515915625468096103,540,1620,1539.75,0,0
1515915625468096192,374,748,1003.0,0,0
1515915625468096217,126,756,999.0,0,0
1515915625468096238,184,552,1299.0,0,0
1515915625468096291,180,720,849.0,1,0
1515915625468096349,211,211,3899.0,0,0
1515915625468096389,278,556,799.0,1,0
1515915625468096415,231,231,499.0,0,0
1515915625468096455,234,468,1724.25,0,0
1515915625468096479,310,620,906.5,0,0
1515915625468096491,56,168,2299.0,0,0
1515915625468096546,129,129,1539.0,1,0
1515915625468096591,297,495,69.0,0,0
1515915625468096652,298,1192,799.0,0,0
1515915625468096755,255,255,1999.0,0,1
1515915625468096801,324,378,1490.6666666666667,0,0
1515915625468096824,562,1124,1632.3333333333335,0,0
1515915625468096875,716,716,2749.0,0,0
1515915625468096963,130,195,1499.0,0,0
1515915625468097033,536,536,2349.0,0,0
1515915625468097305,720,720,1265.6666666666667,0,0
1515915625468097324,678,1356,384.5,0,0
1515915625468097553,620,3720,1581.875,0,0
1515915625468097643,1302,3472,1249.25,1,0
1515915625468097815,359,359,2697.0,0,0
1515915625468097968,192,384,1299.0,0,0
1515915625468098021,62,62,1249.0,0,0
1515915625468098052,2055,4110,1490.3,0,0
1515915625468098315,1114,1671,1149.0,0,0
1515915625468098498,292,292,2822.0,0,0
1515915625468098564,254,254,1299.0,0,0
1515915625468098648,386,772,1049.5,1,0
1515915625468098680,536,1608,629.25,1,0
1515915625468098785,1122,2244,1282.6666666666667,0,0
1515915625468098894,117,117,1299.0,0,0
1515915625468098920,351,351,2999.0,0,0
1515915625468099051,1212,3636,359.25,0,0
1515915625468099054,286,286,1499.0,0,0
1515915625468099111,196,196,1999.0,0,0
1515915625468099136,516,2408,677.0,1,0
1515915625468099321,364,364,2376.0,0,0
1515915625468099397,346,346,1999.0,0,0
1515915625468099422,142,213,1499.0,0,0
1515915625468099432,1128,1128,1332.3333333333333,1,0
1515915625468099452,624,936,1974.0,0,0
1515915625468099652,95,95,2199.0,0,0
1515915625468099704,323,646,3156.0,0,0
1515915625468099735,41,41,2999.0,0,0
1515915625468099763,153,306,1189.0,1,0
1515915625468099825,447,447,1728.3333333333333,0,0
1515915625468099943,149,298,1399.0,0,0
1515915625468099957,1203,1604,759.3333333333334,1,1
1515915625468100059,2988,5976,384.0833333333333,0,0
1515915625468100147,1494,1992,1515.6666666666667,0,0
1515915625468100186,278,278,999.0,0,0
1515915625468100343,205,205,1699.0,0,0
1515915625468100450,514,514,3599.0,0,0
1515915625468100507,128,192,999.0,0,0
1515915625468100518,504,1008,559.0,0,0
1515915625468100543,168,168,999.0,0,0
1515915625468100572,83,83,1699.0,0,0
1515915625468100608,262,524,1999.0,0,0
1515915625468100609,334,334,1499.0,0,0
1515915625468100637,560,840,2324.0,0,0
1515915625468100818,688,2408,1992.5,0,1
1515915625468100847,768,1280,1665.6666666666667,0,0
1515915625468100901,155,310,699.0,1,0
1515915625468101043,1044,1044,865.6666666666666,0,0
1515915625468101200,74,74,599.0,0,0
1515915625468101253,6690,8920,536.4666666666667,0,0
1515915625468101291,951,951,399.0,0,0
1515915625468101300,365,365,799.0,0,0
1515915625468101438,367,367,799.0,0,0
1515915625468101573,147,147,1299.0,0,0
1515915625468101575,97,291,1749.0,0,0
1515915625468101603,516,516,999.0,0,0
1515915625468101792,904,1808,2379.5,0,0
1515915625468101879,302,302,1999.0,0,0
1515915625468101908,513,2565,990.0,1,0
1515915625468102191,1030,1030,719.0,0,0
1515915625468102277,322,322,3499.0,0,0
1515915625468102400,753,2761,559.8333333333334,0,0
1515915625468102493,9807,21482,1148.7936507936508,0,0
1515915625468102535,752,1504,104.5,0,0
1515915625468102756,513,513,1699.0,1,1
1515915625468102772,993,993,665.6666666666666,1,0
1515915625468102784,184,184,1499.0,0,0
1515915625468102896,74,74,4499.0,0,0
1515915625468102956,390,975,330.5833333333333,0,1
1515915625468103174,372,558,464.5,0,0
1515915625468103205,380,570,499.25,1,0
1515915625468103375,565,1130,699.0,0,0
1515915625468103380,85,85,3499.0,0,0
1515915625468103439,806,1612,149.0,0,0
1515915625468103446,201,201,1499.0,0,0
1515915625468103455,20,20,2499.0,0,0
1515915625468103557,1485,1980,799.0,0,0
1515915625468103666,389,389,799.0,0,0
1515915625468103706,970,2716,237.8,0,0
1515915625468103870,213,426,629.0,0,0
1515915625468103878,81,162,1499.0,0,0
1515915625468103897,291,582,84.5,0,0
1515915625468103925,284,284,1959.0,0,0
1515915625468104043,418,836,1482.3333333333333,0,0
1515915625468104044,144,144,6499.0,0,0
1515915625468104084,129,129,2499.0,0,0
1515915625468104130,149,447,932.3333333333335,0,0
1515915625468104352,2300,4600,904.75,0,0
1515915625468104535,54,108,1049.0,0,0
1515915625468104616,376,1504,1154.5,0,0
1515915625468104663,216,216,999.0,0,0
1515915625468104717,202,202,1499.0,0,0
1515915625468104824,408,1632,1332.5,0,0
1515915625468104870,1832,2290,1546.0,0,0
1515915625468105189,5,7,1292.3333333333335,0,0
1515915625468105367,1836,2754,2124.0,0,0
1515915625468105466,178,178,899.0,0,0
1515915625468105490,46,46,499.0,0,0
1515915625468105535,484,726,799.0,0,0
1515915625468105580,3850,6050,863.4285714285714,0,1
1515915625468105649,590,885,2249.0,0,0
1515915625468105666,720,720,2064.5,0,0
1515915625468105928,1276,3190,277.625,1,0
1515915625468105937,451,451,5999.0,0,0
1515915625468106153,554,1108,2549.0,0,0
1515915625468106217,714,1071,1399.0,0,0
1515915625468106236,1281,1464,169.0,0,0
1515915625468106271,347,347,1999.0,0,0
1515915625468106337,422,422,999.0,0,0
1515915625468106485,168,336,1049.0,0,0
1515915625468106736,191,191,999.0,0,0
1515915625468106851,192,192,700.0,1,0
1515915625468106876,640,1600,815.6666666666667,0,0
1515915625468106940,317,634,1899.0,0,0
1515915625468106976,10388,13356,1246.2619047619046,0,0
1515915625468107025,374,748,420.0,0,0
1515915625468107080,290,580,2599.0,0,0
1515915625468107090,2700,13200,945.7208994708994,0,0
1515915625468107128,550,1100,420.0,0,0
1515915625468107233,2634,6585,1305.5833333333333,0,0
1515915625468107420,456,684,2199.0,0,0
1515915625468107507,1278,2130,1732.3333333333333,0,0
1515915625468107636,248,496,2449.0,0,0
1515915625468107898,198,198,439.0,0,0
1515915625468108198,287,287,1499.0,0,0
1515915625468108428,904,1356,606.5,0,0
1515915625468108548,162,324,1499.0,0,0
1515915625468108562,389,389,999.0,0,0
1515915625468108600,151,302,1400.0,0,0
1515915625468108645,91,91,799.0,0,0
1515915625468108729,314,1884,132.83333333333334,1,0
1515915625468108750,398,398,3499.0,0,0
1515915625468108826,1149,2298,2666.0,0,0
1515915625468108882,2600,5000,348.61538461538464,0,1
1515915625468108920,438,876,2799.0,1,0
1515915625468109036,221,221,121.0,0,0
1515915625468109062,74,74,1499.0,0,0
1515915625468109083,642,1284,1170.5,0,0
1515915625468109253,364,1456,959.75,0,1
1515915625468109285,497,994,399.0,0,0
1515915625468109396,2544,2544,1265.6666666666667,0,0
1515915625468109426,505,1010,1619.5,0,0
1515915625468109588,218,654,1099.0,0,0
1515915625468109621,215,215,2499.0,0,0
1515915625468109644,1026,1026,1665.6666666666667,0,0
1515915625468109659,258,258,799.0,0,0
1515915625468109663,1036,2072,1124.5,0,0
1515915625468109710,394,394,499.0,0,0
1515915625468109815,428,428,1499.0,0,0
1515915625468109924,154,231,2249.0,0,0
1515915625468109937,43,43,1799.0,0,0
1515915625468109975,305,610,299.0,0,0
1515915625468110022,343,343,1299.0,0,0
1515915625468110113,210,420,1299.0,0,0
1515915625468110208,179,358,1679.0,0,0
1515915625468110384,2016,6552,1213.45,1,0
1515915625468110387,1472,2944,1749.25,0,0
1515915625468110671,570,1710,1121.3333333333333,0,0
1515915625468110674,456,684,1999.0,0,0
1515915625468110685,348,348,999.0,0,0
1515915625468110811,178,1246,656.1428571428571,0,0
1515915625468110813,996,2490,804.0,0,0
1515915625468111043,631,631,599.0,1,0
1515915625468111060,588,882,2103.0,1,0
1515915625468111078,702,2808,1636.7777777777778,0,0
1515915625468111191,220,440,899.0,0,0
1515915625468111316,179,537,1749.0,0,0
1515915625468111329,417,973,1539.3333333333333,0,0
1515915625468111361,83,83,1499.0,0,0
1515915625468111372,1024,1024,1299.0,0,0
1515915625468111378,322,644,499.0,0,0
